"","id","added_by","date","library","model_name","task_id","dataset_id","mse","rmse","mae","r2"
"45","d0521d0977526dee010d91e21ef26fa8","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_TE","openml_cloud",0.1733,0.4163,0.26,0.815
"46","dfc2bc8935e3e39a3e62515fc3cd35e8","DominikRafacz","24-03-2019","mlr","regr.svm","regression_TE","openml_cloud",1.2422,1.1145,0.5167,0.283
"47","f0ce2780fe556a02501390dd5761681a","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_TE","openml_cloud",0.6514,0.8071,0.4016,0.5802
"48","fb0961ce3dba82a80288a5c1aaad2d9b","DominikRafacz","24-03-2019","mlr","regr.svm","regression_TE","openml_cloud",0.503,0.7092,0.3479,0.664
"49","fe1a5f57410f48944387aab71e0e7660","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_TE","openml_cloud",0.1714,0.414,0.2597,0.8166
"50","0f163b2107ff07160873f7a454e90dcf","MatiFilozof","23-03-2019","mlr","regr.plsr","regression_usr","openml_cpu_act",93.0654,9.647,6.0735,0.725
"51","242c11c7a1acbc8cb0afc81379ea5195","MatiFilozof","23-03-2019","mlr","regr.gausspr","regression_usr","openml_cpu_act",93.0643,9.647,6.0724,0.725
"52","47109e5b21fa9703fdeab1819cce3f32","MatiFilozof","23-03-2019","mlr","regr.svm","regression_usr","openml_cpu_act",1653120.9298,1285.7375,534.9305,-4890.4307
"53","4a6baab36d4f2bcc7fdb9485d1243b79","MatiFilozof","23-03-2019","mlr","regr.gausspr","regression_usr","openml_cpu_act",55.5132,7.4507,2.948,0.8361
"54","8c856804248bd4564313d81ba21cc177","MatiFilozof","23-03-2019","mlr","regr.gausspr","regression_usr","openml_cpu_act",93.0643,9.647,6.0724,0.725
"55","a2ed3c2dff709da720423542d003c5e8","MatiFilozof","23-03-2019","mlr","regr.svm","regression_usr","openml_cpu_act",575.9387,23.9987,4.0767,-0.8078
"56","a8803b58aa1e837557f2390a0352d7f1","MatiFilozof","23-03-2019","mlr","regr.plsr","regression_usr","openml_cpu_act",93.0654,9.647,6.0735,0.725
"57","afcdc139e7de398cb5ad105dc3654e89","MatiFilozof","23-03-2019","mlr","regr.svm","regression_usr","openml_cpu_act",22.4226,4.7353,2.3356,0.9338
"58","f162ec892f8269cd9fa127d837e82a96","MatiFilozof","23-03-2019","mlr","regr.plsr","regression_usr","openml_cpu_act",93.0555,9.6465,6.0744,0.725
"59","2797201baa56f852d565729b372aca70","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_Se","openml_delta_elevators",2.099e-06,0.0014,0.0011,0.6275
"60","3e6fbbf1d7c00eeca273cab6682d0150","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_Se","openml_delta_elevators",2.099e-06,0.0014,0.0011,0.6275
"61","4d1f2c33f31fec636f75129ab2f5c503","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_Se","openml_delta_elevators",2.099e-06,0.0014,0.0011,0.6275
"62","916022b504e32aaacb1a90952252129a","DominikRafacz","23-03-2019","mlr","regr.svm","regression_Se","openml_delta_elevators",0.0266,0.1631,0.0989,-4723.7982
"63","93691f57730c7f51086075ab8c01d56d","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_Se","openml_delta_elevators",2.099e-06,0.0014,0.0011,0.6275
"64","a05766209b426eb6a08855adb9d8d1cb","DominikRafacz","23-03-2019","mlr","regr.svm","regression_Se","openml_delta_elevators",3.2245e-06,0.0018,0.0014,0.4276
"65","b21f3e5fc5a4950a368d792756f26764","DominikRafacz","23-03-2019","mlr","regr.svm","regression_Se","openml_delta_elevators",2.0594e-06,0.0014,0.0011,0.6345
"66","b498b1155386f37ae4bae9e6696ece6a","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_Se","openml_delta_elevators",2.099e-06,0.0014,0.0011,0.6275
"67","caed50e49efc97198d42c307a2b7f1af","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_Se","openml_delta_elevators",2.036e-06,0.0014,0.0011,0.6387
"68","17efffb0e07e52ca96d0131c670937d7","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_ASR","openml_detroit",84106.4421,290.0111,114.4616,-30.1922
"69","1c71cc5568b9b468a3dddb1fe762249d","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_ASR","openml_detroit",1066.6558,32.6597,23.9077,0.4091
"70","5a2a8d8446155586f423a66795969f7c","DominikRafacz","24-03-2019","mlr","regr.svm","regression_ASR","openml_detroit",1716.5392,41.4311,30.6931,-0.006
"71","5c53f4d0d6b198e4c7a8841107b69ded","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_ASR","openml_detroit",1066.6558,32.6597,23.9077,0.4091
"72","6c09a39780c86bb2f4f95676753e5fee","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_ASR","openml_detroit",84106.4418,290.0111,114.4616,-30.1922
"73","7d967564a3a2aed8ce58865f83214206","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_ASR","openml_detroit",2058.6454,45.3723,31.1047,0.1596
"74","82f6922eb1be0fe1ae2ce02655d30eeb","DominikRafacz","24-03-2019","mlr","regr.svm","regression_ASR","openml_detroit",1748.5936,41.8162,29.5707,0.0111
"75","9c073d2b04cc323ff7238a3acd7b8877","DominikRafacz","24-03-2019","mlr","regr.svm","regression_ASR","openml_detroit",1414.2251,37.6062,31.132,0.067
"76","a85360de6fdc94efefdb3f4c3aa2cf3f","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_ASR","openml_detroit",84103.5794,290.0062,114.4644,-30.1903
"77","66ca68532158b416b4260fd4b9cb0929","pysiakk","12-03-2019","mlr","regr.plsr","regression_mass","openml_diabetes",47.0204,6.8571,5.0784,0.2396
"78","beaa2277831980d3df006d2e8167b81a","GoniaW","28-02-2019","mlr","regr.gbm","regression_pedi","openml_diabetes",0.1318,0.363,0.2696,-0.2183
"79","11ec65532b182c23b6c59410280a7413","MatiFilozof","24-03-2019","mlr","regr.gausspr","regression_Income","openml_disclosure_x_tampered",890614838.2614,29843.1707,23024.914,0.0095
"80","2088979e334cd02dc3353a70ed93c426","MatiFilozof","24-03-2019","mlr","regr.plsr","regression_Income","openml_disclosure_x_tampered",890621016.5106,29843.2742,23025.1071,0.0095
"81","50cddddd032c235de9e788c4f20e7b9a","MatiFilozof","24-03-2019","mlr","regr.plsr","regression_Income","openml_disclosure_x_tampered",890621016.5106,29843.2742,23025.1071,0.0095
"82","533f80031436e05a18402867caae036b","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Income","openml_disclosure_x_tampered",920352860.845,30337.318,23452.3264,-0.0213
"83","6a5f28ea9b52d8f8ffd732e76c27eabe","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Income","openml_disclosure_x_tampered",893868342.8616,29897.6311,23079.6273,0.0047
"84","bccd91c7ebd33b2894ff3da405b40d6b","MatiFilozof","24-03-2019","mlr","regr.gausspr","regression_Income","openml_disclosure_x_tampered",918623730.9251,30308.8062,23559.6116,-0.0189
"85","c267b29faa9994fb6eef620ddaa29894","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Income","openml_disclosure_x_tampered",49956409898.6819,223509.3061,151161.3139,-55.2433
"86","cbda0ec8998dfe477e39ef3f3d35856d","MatiFilozof","24-03-2019","mlr","regr.gausspr","regression_Income","openml_disclosure_x_tampered",890614838.2614,29843.1707,23024.914,0.0095
"87","ff3ec8c2c01df20c059a11a9032f0d73","MatiFilozof","24-03-2019","mlr","regr.plsr","regression_Income","openml_disclosure_x_tampered",890621016.5106,29843.2742,23025.1071,0.0095
"88","75c0b2a3b1bafc0057f3a189da02dedf","pysiakk","02-03-2019","mlr","75c0b2a3b1bafc0057f3a189da02dedf","regression_vicdemand","openml_electricity",0.0037,0.0607,0.0468,0.7479
"89","0b67765133432ccd0b56125fd1cda387","lukaszbrzozowski","05-03-2019","mlr","regr.glmboost","regression_V2","openml_fertility",0.0117,0.1082,0.0862,0.1173
"90","58fac40ae3e5642096cebbb58a1ceab5","lukaszbrzozowski","12-03-2019","caret","rf","regression_V9","openml_fertility",0.0287,0.1693,0.135,0.193
"91","0889f68faa9a9c099c2f4a0d00ba38ce","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Y","openml_fried",7.1052,2.6655,2.1057,0.7154
"92","a1021fe18484b3dbc41aaa49e45c2bb8","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Y","openml_fried",1.1139,1.0554,0.8392,0.9554
"93","a4bfc626e820a03936d7c80b3b47b748","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Y","openml_fried",36993.5534,192.3371,148.7711,-1481.0284
"94","0b05bc74eca65d46db8228b61f7fc032","k-sap","13-03-2019","mlr","regr.evtree","regression_Mg","openml_glass",0.6709,0.8191,0.4395,0.6727
"95","a5a078898703d7e1e7b6b3322b4f0ac8","WojciechKretowicz","06-03-2019","scikit","LinearRegression","regression_Mg","openml_glass",0.0088,0.0938,0.0727,0.9948
"96","fe524db85730fb06050b8e5d0539ab1e","airi314","13-03-2019","mlr","regr.bcart","regression_Na","openml_glass",0.4806,0.6932,0.4518,0.273
"97","020659239aba33f766d9a7bc2d2332c1","MatiFilozof","23-03-2019","mlr","regr.h2o.glm","regression_median_house_value","openml_houses",13137191604.306,114617.5885,90563.0523,0.0132
"98","0d6a8d1999153fd9431b8d59b9e8b235","MatiFilozof","23-03-2019","mlr","regr.svm","regression_median_house_value","openml_houses",26813265766.253,163747.5672,58541.9748,-1.1024
"99","601287c1a12ca476036d668c0671e4bc","MatiFilozof","23-03-2019","mlr","regr.h2o.glm","regression_median_house_value","openml_houses",5346899586.9864,73122.4971,53502.0364,0.5981
"100","98112cf759b8ef551673c42addd2e902","MatiFilozof","23-03-2019","mlr","regr.svm","regression_median_house_value","openml_houses",2869359629801980,53566403.9282,19431432.6991,-215533.4636
"101","d86a699f0785a2cfdde15f19d0eb6741","MatiFilozof","23-03-2019","mlr","regr.svm","regression_median_house_value","openml_houses",3255065774.5014,57053.1837,38144.417,0.7553
"102","e5150ee908f1281f041cf316ec644236","MatiFilozof","23-03-2019","mlr","regr.h2o.glm","regression_median_house_value","openml_houses",13141578902.5646,114636.7258,90578.2368,0.0129
"103","391fa8395098746164d8e18efc4bb16d","MatiFilozof","24-03-2019","mlr","regr.plsr","regression_Quality","openml_hutsof99_logis",79.8056,8.9334,7.2056,0.2461
"104","4150a0596fff36fcf613aedd2e02830f","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Quality","openml_hutsof99_logis",82.2376,9.0685,6.9544,0.2542
"105","4dcc8fe6629db47e7c7a50373b8ea82e","MatiFilozof","24-03-2019","mlr","regr.plsr","regression_Quality","openml_hutsof99_logis",79.8056,8.9334,7.2056,0.2461
"106","6a63083745cf7bff56ac343a232cf632","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Quality","openml_hutsof99_logis",86.7477,9.3138,7.1244,0.2444
"107","7be0f5c33ea28bbc4a9d96cb1abbf33a","MatiFilozof","24-03-2019","mlr","regr.plsr","regression_Quality","openml_hutsof99_logis",79.8056,8.9334,7.2056,0.2461
"108","a0cd3ef5a40c8805f61695ca59e86e59","MatiFilozof","24-03-2019","mlr","regr.gausspr","regression_Quality","openml_hutsof99_logis",77.8947,8.8258,7.0649,0.2715
"109","ad5af76c603208b1b782c1104020c0bb","MatiFilozof","24-03-2019","mlr","regr.gausspr","regression_Quality","openml_hutsof99_logis",85.1972,9.2302,7.2359,0.233
"110","d31c8a1270f17087d70959fb51f6a3da","MatiFilozof","24-03-2019","mlr","regr.gausspr","regression_Quality","openml_hutsof99_logis",77.8752,8.8247,7.0475,0.2712
"111","f9bc559ba1f06983858b103ea4603558","MatiFilozof","24-03-2019","mlr","regr.svm","regression_Quality","openml_hutsof99_logis",75.2921,8.6771,6.5295,0.3072
"112","f1657350d7c63bcd86b6d73696968281","witoldmerkel","13-03-2019","mlr","regr.rpart","regression_DVRT","openml_irish",180.6825,13.4418,10.7493,0.2376
"113","5b2c4babcf5363847614d2b486a71534","maksymiuks","05-03-2019","mlr","regr.gbm","regression_f1","openml_isolet",0.0054,NA,NA,NA
"114","a5a078898703d7e1e7b6b3322b4f0ac8","WojciechKretowicz","13-03-2019","scikit","LinearRegression","regression_Class","openml_isolet",0.005,0.071,0.0527,0.9041
"115","f55a2ad46af3966d8377aa2e2b44fb09","maksymiuks","13-03-2019","mlr","regr.gbm","regression_f1","openml_isolet",0.0055,0.0743,0.0527,0.9014
"116","0e6e20368ebe7c94a736a6e5ab59d51a","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",42.0068,6.4813,2.9643,0.5575
"117","4dd329d93b648a67f8809ba6fb666040","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",42.2432,6.4995,2.9678,0.555
"118","6dffc6f97b658ef912b4acfcee1ac9a9","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",43.5154,6.5966,3.0133,0.5416
"119","8929863fb127b68256f53c16e5476a2a","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",43.7003,6.6106,2.9762,0.5396
"120","a5a078898703d7e1e7b6b3322b4f0ac8","Siemashko","02-03-2019","scikit","LinearRegression","regression_NUMDEFECTS","openml_kc1-numeric",129.8586,11.3956,5.8596,-0.368
"121","a6474813ee1d35cc3b426999bf378279","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",43.1232,6.5668,2.9985,0.5457
"122","a67c269d801723fe52a62c9f3240a533","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",44.14,6.6438,3.0054,0.535
"123","c61aeef554878bd07b4dcdf8ff490144","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",42.6196,6.5284,2.985,0.551
"124","d22d6962bd83c3ca92b46e6ca13d55d0","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",43.2473,6.5763,2.9952,0.5444
"125","e5fd45d2ed0455daebc29e48d9f68d7f","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",44.5556,6.675,2.9972,0.5306
"126","f92b40901de418724d5c0ed8033b864d","Siemashko","19-03-2019","scikit","MLPRegressor","regression_NUMDEFECTS","openml_kc1-numeric",42.6284,6.529,2.9725,0.5509
"127","2daccba2e9fb0f30552ae8c45690a276","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_y","openml_kin8nm",0.0408,0.202,0.1622,0.4124
"128","60a1ec0b372249e156c5eab9dee76e9b","DominikRafacz","23-03-2019","mlr","regr.svm","regression_y","openml_kin8nm",0.0355,0.1885,0.1506,0.4885
"129","791a52eab1caac03ec74111069d657c5","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_y","openml_kin8nm",0.0408,0.202,0.1622,0.4124
"130","81b3f417f284cd797140712b689cc6be","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_y","openml_kin8nm",0.0408,0.202,0.1622,0.4124
"131","8715f94e7553684931772d4da509093b","DominikRafacz","23-03-2019","mlr","regr.svm","regression_y","openml_kin8nm",14.0796,3.7523,2.8531,-201.9549
"132","988c4f4994eb5b8e356748860112434f","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_y","openml_kin8nm",0.0408,0.202,0.1622,0.4124
"133","a63077c5a538a30e97a4fdd1bbaa3aef","DominikRafacz","23-03-2019","mlr","regr.svm","regression_y","openml_kin8nm",0.0069,0.0829,0.0623,0.901
"134","aa233ccac855a69973542481d1466780","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_y","openml_kin8nm",0.0112,0.1059,0.0811,0.8385
"135","baabc8e088740f9aca9133a674e96abf","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_y","openml_kin8nm",0.0408,0.202,0.1622,0.4124
"136","044928e02e8361e90e48efd01c0affdf","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_drinks","openml_liver-disorders",9.3438,3.0568,2.3816,0.1266
"137","051fe701c91c3542b4e8ba357739a075","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_drinks","openml_liver-disorders",9.3396,3.0561,2.3815,0.1273
"138","40609dd8b13590fe7eb41f820eb2be01","DominikRafacz","23-03-2019","mlr","regr.svm","regression_drinks","openml_liver-disorders",9.2639,3.0437,2.2948,0.1372
"139","643e082583bdce93a2708acc5c36e06e","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_drinks","openml_liver-disorders",9.3438,3.0568,2.3816,0.1266
"140","68f16a362a9cdfd8bee8a5f3ea5a8358","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_drinks","openml_liver-disorders",8.9959,2.9993,2.3322,0.152
"141","7e8a035605a4f5cab6a8bc454a4b4fc9","agosiewska","11-02-2019","mlr","regr.gbm","regression_drinks","openml_liver-disorders",10.9489,3.3089,2.5503,-0.0326
"142","a73d7c9ccd9e514dcf202f2e1a8dc2e5","DominikRafacz","23-03-2019","mlr","regr.plsr","regression_drinks","openml_liver-disorders",9.3438,3.0568,2.3816,0.1266
"143","c99139696cab992a6e8d2e04efd1ad4b","DominikRafacz","23-03-2019","mlr","regr.svm","regression_drinks","openml_liver-disorders",278.6812,16.6937,7.2435,-26.6424
"144","d7cd0d400ad28d9aa08c78b7ad4aef96","hubertbaniecki","13-03-2019","caret","rf","regression_drinks","openml_liver-disorders",8.8309,2.9717,2.3679,0.2097
"145","da9063e7eb39a35e63c281d664fab2a7","DominikRafacz","23-03-2019","mlr","regr.gausspr","regression_drinks","openml_liver-disorders",9.3396,3.0561,2.3816,0.1273
"146","e598dbfba4dfbb3ca6c25aae43bc0b2f","DominikRafacz","23-03-2019","mlr","regr.svm","regression_drinks","openml_liver-disorders",19.0034,4.3593,2.7331,-1.0394
"147","14643142a46756daa57ecc08cc9ce9c6","airi314","13-03-2019","caret","rf","regression_mcv","openml_liver_disorders",18.1128,4.2559,3.2801,0.1018
"148","01817f160006d155cf5f9de7ea4cd2c4","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_employed","openml_longley",372632.8794,610.4366,495.5846,0.7682
"149","68e5280ac3ce94b1cdf06ed053f30919","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_employed","openml_longley",179571.309,423.7586,356.3814,0.8796
"150","7a48718db50a3f3236f0676581fb9a37","DominikRafacz","24-03-2019","mlr","regr.svm","regression_employed","openml_longley",893909.0975,945.4677,768.3783,0.5446
"151","93e0c35b13ac09c679376487d5037ecf","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_employed","openml_longley",180384.1104,424.7165,356.8566,0.8794
"152","cd0ef8fc6fc7a48ff792a8c93f9d7921","DominikRafacz","24-03-2019","mlr","regr.svm","regression_employed","openml_longley",4172811.9113,2042.7462,1778.834,-5.8578
"153","e162f43f2e96f9d90bfd032b5b993560","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_employed","openml_longley",372632.8794,610.4366,495.5846,0.7682
"154","e91cc97edc3a25f877b6dee023daf301","DominikRafacz","24-03-2019","mlr","regr.plsr","regression_employed","openml_longley",180383.714,424.716,356.8564,0.8794
"155","ed99195ff055f93df0efc42c11edae08","DominikRafacz","24-03-2019","mlr","regr.svm","regression_employed","openml_longley",1512335.6119,1229.7706,924.6816,-2.1604
"156","ee072b13bb59fb27e68a819eca03858b","DominikRafacz","24-03-2019","mlr","regr.gausspr","regression_employed","openml_longley",2423304.2437,1556.6966,1391.3999,-0.7514
"157","0460807d984ed37b8cdb27f16519f6d3","MatiFilozof","23-03-2019","mlr","regr.svm","regression_class","openml_lowbwt",411598.482,641.5594,511.5059,0.2185
"158","0d4aed1a340952772410f889200de9c1","MatiFilozof","23-03-2019","mlr","regr.plsr","regression_class","openml_lowbwt",226646.4415,476.074,378.5831,0.5546
